LoanID,Branch,DisbursementDate,LoanType,SanctionedAmount,OutstandingAmount,DPD,InterestRate,CollateralCoverage,Status
LN-101262,Gaya,2022-03-22,Business,1435334,1284662,0,12.39,1.19,Standard
LN-101263,Bhagalpur,2019-11-12,Home,2362256,1009933,0,9.91,1.26,Standard
LN-101264,Kankarbagh,2020-03-14,Personal,335240,205133,67,14.26,0.0,SMA-2
LN-101265,Kankarbagh,2023-05-20,Personal,154281,102021,0,14.24,0.0,Standard
LN-101266,Patna Main,2023-05-15,Auto,948184,792680,0,11.18,1.23,Standard
LN-101267,Hajipur,2024-02-07,Personal,275497,250181,0,13.81,0.0,Standard
LN-101268,Muzaffarpur,2022-08-12,Auto,743384,629843,0,10.28,1.0,Standard
LN-101269,Muzaffarpur,2024-09-03,Home,2257748,1809838,0,10.0,1.27,Standard
LN-101270,Kankarbagh,2024-06-21,Personal,72738,56062,0,13.78,0.0,Standard
LN-101271,Hajipur,2021-02-06,Business,964696,497288,0,11.24,1.22,Standard
LN-101272,Kankarbagh,2022-09-23,Auto,686742,379814,0,11.84,1.16,Standard
LN-101273,Bhagalpur,2019-04-14,Business,2649002,1481698,0,11.24,1.15,Standard
LN-101274,Bhagalpur,2023-09-21,Agri,200513,121435,0,7.83,1.08,Standard
LN-101275,Kankarbagh,2021-09-28,Home,1466756,1348520,0,9.61,1.5,Standard
LN-101276,Muzaffarpur,2019-12-20,Home,2115381,1829597,0,8.52,1.6,Standard
LN-101277,Kankarbagh,2021-01-16,Auto,574521,344595,0,11.99,1.01,Standard
LN-101278,Boring Road,2024-06-12,Home,856424,592541,0,8.95,1.36,Standard
LN-101279,Gaya,2020-03-18,Agri,267650,151269,0,7.69,1.03,Standard
LN-101280,Bhagalpur,2021-03-27,Auto,1169900,806538,0,11.53,1.07,Standard
LN-101281,Boring Road,2022-06-21,Home,2177006,1464577,0,9.19,1.23,Standard
LN-101282,Boring Road,2023-12-27,Auto,700099,649462,0,11.9,1.08,Standard
LN-101283,Patna Main,2023-07-17,Auto,617249,517549,0,10.46,0.96,Standard
LN-101284,Hajipur,2021-05-26,Home,1028201,714475,0,8.93,1.56,Standard
LN-101285,Gaya,2024-08-25,Home,1559046,877862,0,8.53,1.49,Standard
LN-101286,Bhagalpur,2023-05-07,Personal,145889,55225,19,14.12,0.0,SMA-0
LN-101287,Boring Road,2021-12-24,Auto,491712,218089,0,11.61,1.23,Standard
LN-101288,Muzaffarpur,2022-07-30,Agri,303766,220396,0,7.4,1.09,Standard
LN-101289,Hajipur,2025-05-15,Business,3431169,1867600,0,11.32,1.11,Standard
LN-101290,Boring Road,2024-09-09,Auto,1024833,761599,0,11.65,1.19,Standard
LN-101291,Gaya,2021-02-04,Personal,299097,158046,0,13.54,0.0,Standard
LN-101292,Muzaffarpur,2019-09-25,Personal,423456,256834,0,14.62,0.0,Standard
LN-101293,Patna Main,2019-05-06,Home,2637815,1626190,0,9.5,1.59,Standard
LN-101294,Gaya,2025-04-13,Auto,1146102,748519,0,11.14,0.94,Standard
LN-101295,Bhagalpur,2022-01-15,Auto,341697,150295,0,11.69,1.11,Standard
LN-101296,Gaya,2019-11-27,Auto,762573,553433,0,10.21,0.94,Standard
LN-101297,Boring Road,2020-02-19,Home,1980300,1766162,89,9.25,1.23,SMA-2
LN-101298,Boring Road,2020-02-12,Home,2290060,1317834,0,8.42,1.39,Standard
LN-101299,Kankarbagh,2020-02-25,Home,1986897,1161241,0,9.37,1.21,Standard
LN-101300,Muzaffarpur,2019-06-20,Home,2549803,1390654,0,9.36,1.41,Standard
LN-101301,Bhagalpur,2023-12-21,Auto,685439,620180,0,11.01,1.05,Standard
LN-101302,Gaya,2020-12-25,Personal,432776,328057,0,14.08,0.0,Standard
LN-101303,Boring Road,2023-03-27,Home,2337071,1049350,0,9.86,1.33,Standard
LN-101304,Kankarbagh,2020-06-30,Personal,482153,283127,0,13.18,0.0,Standard
LN-101305,Muzaffarpur,2021-08-12,Personal,389282,207230,0,13.74,0.0,Standard
LN-101306,Gaya,2019-03-05,Personal,405903,235750,62,14.34,0.0,SMA-2
LN-101307,Bhagalpur,2021-04-24,Auto,824954,471181,0,10.85,1.21,Standard
LN-101308,Gaya,2022-12-21,Home,2785568,1393814,0,8.82,1.31,Standard
LN-101309,Boring Road,2023-12-14,Home,854819,543780,0,9.43,1.31,Standard
LN-101310,Hajipur,2024-10-14,Auto,1094437,421885,16,11.28,1.01,SMA-0
LN-101311,Danapur,2023-11-19,Agri,198155,157763,0,8.66,0.94,Standard
LN-101312,Patna Main,2020-11-17,Personal,197188,157138,0,14.33,0.0,Standard
LN-101313,Boring Road,2023-10-09,Home,2744477,1955113,0,9.07,1.23,Standard
LN-101314,Patna Main,2019-12-08,Auto,819945,581004,0,10.02,1.21,Standard
LN-101315,Gaya,2024-03-05,Auto,1103495,939537,0,10.66,1.16,Standard
LN-101316,Boring Road,2024-11-17,Home,1559719,1108614,0,9.01,1.31,Standard
LN-101317,Boring Road,2025-02-02,Home,2192279,1010048,0,9.4,1.35,Standard
LN-101318,Muzaffarpur,2020-09-12,Auto,1133159,714103,0,10.66,1.18,Standard
LN-101319,Bhagalpur,2023-12-02,Business,1716448,1405664,0,11.22,1.11,Standard
LN-101320,Danapur,2020-07-04,Personal,414364,315623,0,13.09,0.0,Standard
LN-101321,Danapur,2023-04-28,Personal,92695,84298,14,13.58,0.0,SMA-0
LN-101322,Hajipur,2023-03-22,Home,2947011,1640845,0,9.97,1.21,Standard
LN-101323,Hajipur,2023-05-06,Auto,462989,210317,0,10.5,1.25,Standard
LN-101324,Hajipur,2021-08-16,Agri,322492,194154,0,8.02,0.94,Standard
LN-101325,Kankarbagh,2023-03-03,Auto,558504,426366,0,10.88,1.24,Standard
LN-101326,Danapur,2024-12-01,Personal,324574,220145,0,14.37,0.0,Standard
LN-101327,Muzaffarpur,2023-08-16,Home,2484614,2250072,0,9.85,1.51,Standard
LN-101328,Hajipur,2020-03-26,Agri,590903,435744,0,7.46,1.03,Standard
LN-101329,Bhagalpur,2020-06-20,Business,4009028,3231751,0,12.96,1.13,Standard
LN-101330,Muzaffarpur,2022-10-03,Home,2989517,2209362,0,8.84,1.25,Standard
LN-101331,Muzaffarpur,2023-05-17,Business,3698538,2566375,0,11.73,1.09,Standard
LN-101332,Patna Main,2024-05-20,Auto,315083,197926,0,10.13,1.0,Standard
LN-101333,Danapur,2023-10-23,Home,970802,600310,0,8.82,1.6,Standard
LN-101334,Muzaffarpur,2024-10-18,Auto,755052,362537,0,11.03,1.26,Standard
LN-101335,Boring Road,2024-02-09,Personal,308999,151023,0,14.45,0.0,Standard
LN-101336,Hajipur,2022-03-01,Personal,177062,86840,0,14.19,0.0,Standard
LN-101337,Kankarbagh,2022-06-12,Business,770849,382729,20,12.48,1.32,SMA-0
LN-101338,Hajipur,2022-11-29,Home,1094336,934626,0,9.45,1.36,Standard
LN-101339,Danapur,2021-08-01,Auto,918206,556532,0,11.54,1.15,Standard
LN-101340,Danapur,2024-08-16,Home,857148,581743,0,8.46,1.47,Standard
LN-101341,Danapur,2025-03-24,Home,2387448,2082443,0,9.43,1.48,Standard
LN-101342,Danapur,2024-11-11,Business,3208925,2907447,0,12.06,1.14,Standard
LN-101343,Danapur,2019-03-18,Home,2654233,1306856,0,8.82,1.37,Standard
LN-101344,Patna Main,2020-08-07,Personal,185670,118755,0,13.2,0.0,Standard
LN-101345,Danapur,2023-02-24,Auto,1101837,1003457,0,10.28,1.07,Standard
LN-101346,Danapur,2021-08-03,Auto,1025918,862585,0,10.26,1.0,Standard
LN-101347,Danapur,2019-04-22,Personal,336075,163323,0,14.07,0.0,Standard
LN-101348,Kankarbagh,2021-01-25,Auto,357223,291270,0,11.52,1.15,Standard
LN-101349,Patna Main,2023-02-27,Auto,775469,595391,41,10.74,0.94,SMA-1
LN-101350,Kankarbagh,2020-09-17,Home,1483760,891366,0,8.69,1.2,Standard
LN-101351,Gaya,2025-02-24,Home,2760013,1017340,0,9.48,1.54,Standard
LN-101352,Patna Main,2022-03-13,Auto,477673,416774,0,11.67,1.03,Standard
LN-101353,Patna Main,2022-06-29,Agri,247410,113162,0,8.03,0.93,Standard
LN-101354,Kankarbagh,2021-10-30,Personal,104519,52825,0,13.11,0.0,Standard
LN-101355,Boring Road,2025-05-26,Auto,650403,278465,0,10.17,1.17,Standard
LN-101356,Boring Road,2023-08-30,Personal,257638,128388,0,13.7,0.0,Standard
LN-101357,Hajipur,2019-06-13,Personal,165717,152898,0,14.36,0.0,Standard
LN-101358,Bhagalpur,2020-08-28,Home,982267,567615,0,9.19,1.49,Standard
LN-101359,Boring Road,2020-04-17,Personal,219117,178125,0,14.75,0.0,Standard
LN-101360,Kankarbagh,2022-06-02,Agri,720066,365401,0,8.21,0.98,Standard
LN-101361,Patna Main,2022-12-01,Home,2559080,1691219,0,9.13,1.35,Standard
LN-101362,Gaya,2019-04-14,Personal,267275,130978,0,14.45,0.0,Standard
LN-101363,Danapur,2024-11-03,Home,1568609,676849,0,9.77,1.42,Standard
LN-101364,Danapur,2023-04-03,Auto,738873,522160,0,11.44,1.13,Standard
LN-101365,Muzaffarpur,2023-06-09,Auto,1125044,661216,0,10.57,1.25,Standard
LN-101366,Hajipur,2024-07-02,Personal,347526,312405,0,13.94,0.0,Standard
LN-101367,Boring Road,2023-02-04,Home,2655416,2033807,0,9.19,1.46,Standard
LN-101368,Boring Road,2022-02-08,Auto,877314,331094,64,11.42,1.22,SMA-2
LN-101369,Boring Road,2024-04-02,Personal,299012,160086,0,14.81,0.0,Standard
LN-101370,Boring Road,2022-12-10,Home,2677608,2405054,0,8.55,1.29,Standard
LN-101371,Gaya,2025-06-07,Business,2292780,1435281,0,11.68,1.14,Standard
LN-101372,Boring Road,2021-12-06,Home,2357317,2062370,0,9.14,1.26,Standard
LN-101373,Patna Main,2024-01-17,Auto,301536,213873,0,10.56,1.25,Standard
LN-101374,Hajipur,2022-04-11,Agri,561670,424344,0,7.57,1.1,Standard
LN-101375,Danapur,2025-05-27,Home,1567160,1210908,0,9.82,1.36,Standard
LN-101376,Gaya,2019-05-02,Business,526261,377930,0,11.05,1.09,Standard
LN-101377,Bhagalpur,2020-10-31,Auto,948895,809529,46,10.74,1.2,SMA-1
LN-101378,Muzaffarpur,2021-07-16,Personal,266951,106908,0,13.9,0.0,Standard
LN-101379,Danapur,2020-01-28,Personal,226110,210770,0,14.2,0.0,Standard
LN-101380,Gaya,2020-08-19,Business,3244931,1870849,0,11.68,1.37,Standard
LN-101381,Gaya,2021-02-20,Personal,432926,262391,0,13.14,0.0,Standard
LN-101382,Muzaffarpur,2025-03-16,Auto,688836,282368,0,10.56,0.95,Standard
LN-101383,Gaya,2024-08-06,Home,2359848,1921155,0,8.02,1.41,Standard
LN-101384,Danapur,2022-12-09,Auto,992222,652303,0,10.27,0.97,Standard
LN-101385,Danapur,2025-06-04,Home,938302,562406,0,9.51,1.58,Standard
LN-101386,Hajipur,2020-05-10,Auto,954019,722951,247,10.28,1.23,NPA
LN-101387,Hajipur,2024-01-09,Auto,534929,400476,0,11.33,0.97,Standard
LN-101388,Muzaffarpur,2021-10-19,Auto,1191493,726465,0,11.5,1.26,Standard
LN-101389,Hajipur,2020-10-13,Home,2173341,950255,20,8.69,1.23,SMA-0
LN-101390,Patna Main,2019-08-19,Business,3967438,1560081,0,12.62,1.28,Standard
LN-101391,Bhagalpur,2022-11-03,Personal,369267,259274,14,13.87,0.0,SMA-0
LN-101392,Bhagalpur,2025-03-13,Auto,956737,700351,0,11.33,1.11,Standard
LN-101393,Hajipur,2021-08-18,Auto,816145,675187,0,10.72,1.26,Standard
LN-101394,Hajipur,2022-05-31,Personal,480909,328205,0,13.36,0.0,Standard
LN-101395,Boring Road,2024-05-22,Auto,747102,318342,0,10.2,1.12,Standard
LN-101396,Patna Main,2019-08-23,Personal,422280,341635,0,13.34,0.0,Standard
LN-101397,Muzaffarpur,2019-07-01,Home,2907437,2044925,0,9.41,1.25,Standard
LN-101398,Muzaffarpur,2023-05-28,Auto,572275,380923,0,10.55,1.05,Standard
LN-101399,Boring Road,2019-04-07,Personal,454181,265162,9,13.41,0.0,SMA-0
LN-101400,Kankarbagh,2022-11-07,Business,2420577,2141249,13,12.06,1.03,SMA-0
LN-101401,Patna Main,2025-01-05,Home,932162,689837,0,8.36,1.56,Standard
LN-101402,Hajipur,2020-10-14,Home,2545150,1431495,0,8.51,1.55,Standard
LN-101403,Hajipur,2020-04-07,Personal,125549,112101,24,13.77,0.0,SMA-0
LN-101404,Bhagalpur,2023-11-27,Personal,218546,200749,0,14.01,0.0,Standard
LN-101405,Muzaffarpur,2022-03-09,Personal,464592,418731,0,14.86,0.0,Standard
LN-101406,Hajipur,2020-03-13,Agri,326871,152389,0,9.0,1.04,Standard
LN-101407,Kankarbagh,2023-12-13,Business,4727216,3461804,0,11.73,1.2,Standard
LN-101408,Gaya,2021-09-16,Agri,239171,178306,0,8.75,0.9,Standard
LN-101409,Boring Road,2024-06-21,Business,2010438,938971,0,12.61,1.33,Standard
LN-101410,Bhagalpur,2024-09-14,Home,2823606,2501923,0,8.55,1.29,Standard
LN-101411,Gaya,2023-09-15,Home,2250358,838653,0,9.03,1.51,Standard
LN-101412,Bhagalpur,2019-06-13,Home,2793949,2332534,0,9.87,1.27,Standard
LN-101413,Muzaffarpur,2022-09-12,Personal,417278,333811,33,13.48,0.0,SMA-1
LN-101414,Kankarbagh,2022-05-07,Auto,1076567,790693,0,11.59,1.08,Standard
LN-101415,Bhagalpur,2024-02-05,Personal,110829,79767,0,13.88,0.0,Standard
LN-101416,Hajipur,2024-10-19,Agri,399258,318318,0,8.37,1.1,Standard
LN-101417,Patna Main,2021-07-31,Personal,257070,209342,0,14.5,0.0,Standard
LN-101418,Gaya,2022-09-21,Auto,591975,531876,0,10.31,1.08,Standard
LN-101419,Kankarbagh,2023-03-18,Personal,59761,47571,0,13.5,0.0,Standard
LN-101420,Muzaffarpur,2024-04-02,Personal,356463,291482,0,13.42,0.0,Standard
LN-101421,Bhagalpur,2020-09-16,Home,1174027,868628,0,9.31,1.23,Standard
LN-101422,Gaya,2023-09-07,Agri,764620,376428,0,8.3,1.03,Standard
LN-101423,Danapur,2022-07-02,Personal,293508,224318,0,13.21,0.0,Standard
LN-101424,Gaya,2023-07-10,Auto,774867,456537,0,11.44,1.15,Standard
LN-101425,Boring Road,2024-03-07,Auto,717400,541031,0,11.98,1.09,Standard
LN-101426,Boring Road,2023-07-15,Home,2911151,2181927,0,8.9,1.33,Standard
LN-101427,Muzaffarpur,2023-07-29,Agri,459150,198893,0,7.85,1.12,Standard
LN-101428,Bhagalpur,2024-03-05,Personal,334920,190838,0,14.22,0.0,Standard
LN-101429,Boring Road,2022-04-21,Auto,768345,485864,0,11.05,1.12,Standard
LN-101430,Danapur,2023-09-23,Personal,325721,207227,0,13.45,0.0,Standard
LN-101431,Muzaffarpur,2024-03-21,Personal,414544,234830,0,13.49,0.0,Standard
LN-101432,Patna Main,2025-05-01,Home,2229798,1153843,0,8.26,1.37,Standard
LN-101433,Hajipur,2023-03-27,Personal,328817,178312,0,13.69,0.0,Standard
LN-101434,Hajipur,2020-12-20,Auto,391219,298254,0,10.11,1.06,Standard
LN-101435,Boring Road,2021-07-13,Home,2072797,1285762,0,8.77,1.25,Standard
LN-101436,Danapur,2022-12-05,Auto,628190,358743,0,10.61,1.03,Standard
LN-101437,Bhagalpur,2020-10-03,Home,990596,749838,0,8.66,1.59,Standard
LN-101438,Muzaffarpur,2019-09-05,Business,762114,515626,65,11.69,1.32,SMA-2
LN-101439,Bhagalpur,2020-05-24,Agri,102567,45033,0,8.33,1.0,Standard
LN-101440,Gaya,2021-10-01,Agri,558792,270518,0,7.04,1.02,Standard
LN-101441,Patna Main,2024-01-18,Auto,589412,309956,0,11.32,1.06,Standard
LN-101442,Kankarbagh,2021-01-31,Business,3986547,1497873,0,11.17,1.12,Standard
LN-101443,Muzaffarpur,2022-04-05,Home,1999185,1025399,0,8.66,1.31,Standard
LN-101444,Gaya,2021-05-07,Personal,107219,97626,0,14.11,0.0,Standard
LN-101445,Bhagalpur,2025-05-28,Home,2664331,2178278,208,9.65,1.6,NPA
LN-101446,Gaya,2019-08-16,Auto,837445,548417,0,10.65,1.11,Standard
LN-101447,Danapur,2022-06-24,Personal,189226,75253,0,13.9,0.0,Standard
LN-101448,Patna Main,2023-06-17,Home,1211432,595713,0,8.07,1.58,Standard
LN-101449,Boring Road,2023-10-12,Agri,316689,264380,0,8.8,1.03,Standard
LN-101450,Danapur,2020-06-08,Agri,432911,342321,0,8.02,0.9,Standard
LN-101451,Boring Road,2021-12-29,Home,1160825,799310,0,9.24,1.34,Standard
LN-101452,Boring Road,2024-03-27,Personal,367964,189197,0,14.89,0.0,Standard
LN-101453,Kankarbagh,2021-08-13,Home,2498338,1465570,0,9.83,1.47,Standard
LN-101454,Bhagalpur,2020-08-31,Personal,275010,104835,0,14.44,0.0,Standard
LN-101455,Kankarbagh,2023-01-26,Home,2241597,2014118,0,8.68,1.2,Standard
LN-101456,Danapur,2021-10-03,Personal,209816,174266,0,13.46,0.0,Standard
LN-101457,Kankarbagh,2021-09-25,Agri,346668,298379,0,8.37,0.91,Standard
LN-101458,Hajipur,2021-08-12,Auto,570055,449663,0,10.59,0.97,Standard
LN-101459,Bhagalpur,2021-04-27,Home,835186,313224,0,9.15,1.44,Standard
LN-101460,Boring Road,2019-11-01,Home,848053,753884,0,8.55,1.59,Standard
LN-101461,Hajipur,2024-10-11,Agri,238627,213150,0,7.98,1.14,Standard
LN-101462,Bhagalpur,2020-07-01,Business,4579575,4087376,0,12.2,1.09,Standard
LN-101463,Danapur,2021-11-13,Business,3318114,2075138,0,11.98,1.32,Standard
LN-101464,Danapur,2021-06-19,Home,2540542,1491162,0,9.59,1.25,Standard
LN-101465,Kankarbagh,2019-01-04,Agri,269018,135113,0,7.73,1.15,Standard
LN-101466,Kankarbagh,2021-06-09,Auto,1029598,401951,0,11.01,1.08,Standard
LN-101467,Muzaffarpur,2020-03-18,Personal,137840,89677,0,13.71,0.0,Standard
LN-101468,Bhagalpur,2020-06-13,Personal,94158,66280,43,13.17,0.0,SMA-1
LN-101469,Boring Road,2022-12-22,Home,840026,501390,0,9.9,1.31,Standard
LN-101470,Boring Road,2024-01-15,Home,1712252,1427576,0,8.67,1.29,Standard
LN-101471,Muzaffarpur,2021-01-21,Business,1153181,736420,89,11.18,1.29,SMA-2
LN-101472,Danapur,2020-09-20,Home,1972095,1423189,0,9.91,1.46,Standard
LN-101473,Muzaffarpur,2024-09-10,Personal,473163,221929,0,14.86,0.0,Standard
LN-101474,Kankarbagh,2023-07-02,Home,1265345,827297,0,9.23,1.51,Standard
LN-101475,Boring Road,2019-05-23,Home,928670,830456,0,8.08,1.5,Standard
LN-101476,Hajipur,2021-08-07,Home,2421127,2245243,0,8.26,1.54,Standard
LN-101477,Danapur,2020-05-09,Home,1671476,1036976,0,9.17,1.36,Standard
LN-101478,Bhagalpur,2023-09-03,Auto,733433,266887,0,10.08,0.97,Standard
LN-101479,Kankarbagh,2021-06-27,Home,1953637,1707222,0,9.13,1.55,Standard
LN-101480,Bhagalpur,2021-04-18,Personal,425569,194957,398,13.39,0.0,NPA
LN-101481,Gaya,2021-09-20,Business,4552541,3168870,0,12.31,1.08,Standard
LN-101482,Patna Main,2022-08-30,Agri,414529,304239,0,8.68,1.12,Standard
LN-101483,Hajipur,2022-09-08,Personal,339695,274125,0,14.89,0.0,Standard
LN-101484,Gaya,2021-01-15,Home,2073461,1612834,0,8.39,1.39,Standard
LN-101485,Gaya,2022-01-30,Auto,652453,456071,0,10.13,1.01,Standard
LN-101486,Patna Main,2025-03-10,Personal,185009,167904,0,13.47,0.0,Standard
LN-101487,Bhagalpur,2019-09-04,Personal,197090,156922,0,13.76,0.0,Standard
LN-101488,Danapur,2023-08-31,Home,820718,322660,0,8.57,1.22,Standard
LN-101489,Kankarbagh,2021-10-29,Agri,241066,123064,0,8.29,0.93,Standard
LN-101490,Kankarbagh,2025-05-18,Personal,123343,82589,0,13.51,0.0,Standard
LN-101491,Muzaffarpur,2024-11-21,Home,965415,500339,0,8.62,1.6,Standard
LN-101492,Boring Road,2021-05-12,Home,2447727,1978608,0,9.28,1.4,Standard
LN-101493,Danapur,2019-06-13,Home,1572047,1476814,0,8.82,1.2,Standard
LN-101494,Bhagalpur,2020-07-18,Auto,503185,215074,0,10.11,1.11,Standard
LN-101495,Kankarbagh,2023-02-01,Agri,681499,316917,0,7.66,0.99,Standard
LN-101496,Hajipur,2019-03-29,Agri,452525,206757,0,8.57,1.07,Standard
LN-101497,Danapur,2020-12-10,Personal,104982,45571,0,14.15,0.0,Standard
LN-101498,Bhagalpur,2021-08-15,Personal,355967,297085,0,14.49,0.0,Standard
LN-101499,Danapur,2022-09-26,Personal,346878,175599,0,13.88,0.0,Standard
LN-101500,Boring Road,2023-06-28,Auto,304289,227667,0,10.28,1.2,Standard
LN-101501,Kankarbagh,2022-02-27,Home,1299463,1127604,0,8.65,1.54,Standard
LN-101502,Hajipur,2023-11-01,Personal,342498,323451,40,13.54,0.0,SMA-1
LN-101503,Hajipur,2021-03-19,Business,2846590,2003583,0,11.44,1.19,Standard
LN-101504,Boring Road,2023-01-05,Home,831826,581330,0,8.12,1.55,Standard
LN-101505,Muzaffarpur,2021-05-27,Home,1667761,929169,0,8.08,1.41,Standard
LN-101506,Muzaffarpur,2021-01-01,Auto,1046722,959667,0,10.53,1.01,Standard
LN-101507,Kankarbagh,2023-09-13,Auto,826206,615332,0,11.09,0.99,Standard
LN-101508,Hajipur,2022-03-08,Personal,349100,131552,0,13.6,0.0,Standard
LN-101509,Danapur,2025-03-03,Auto,772204,416542,0,11.78,1.21,Standard
LN-101510,Gaya,2020-01-28,Auto,437608,399671,0,11.11,1.17,Standard
LN-101511,Gaya,2020-05-22,Business,4310250,1956863,0,11.3,1.17,Standard
LN-101512,Danapur,2024-11-27,Agri,130490,78867,0,7.6,0.98,Standard
LN-101513,Hajipur,2021-07-16,Home,1880088,1329223,0,8.25,1.45,Standard
LN-101514,Patna Main,2020-12-14,Agri,277778,214708,0,8.67,0.92,Standard
LN-101515,Kankarbagh,2019-03-16,Business,1930675,852578,0,11.8,1.11,Standard
LN-101516,Hajipur,2019-04-03,Personal,415353,207147,0,13.65,0.0,Standard
LN-101517,Kankarbagh,2025-06-12,Personal,262665,108128,0,13.98,0.0,Standard
LN-101518,Hajipur,2021-04-18,Home,2034753,1651835,0,8.27,1.49,Standard
LN-101519,Bhagalpur,2021-07-14,Personal,199029,100568,0,13.26,0.0,Standard
LN-101520,Boring Road,2020-11-06,Personal,259566,233716,0,14.89,0.0,Standard
LN-101521,Gaya,2024-12-22,Home,2952842,1253969,0,8.52,1.58,Standard
LN-101522,Patna Main,2020-05-24,Auto,885537,737113,0,10.54,1.17,Standard
LN-101523,Gaya,2020-09-26,Home,2073598,1232653,73,9.81,1.19,SMA-2
LN-101524,Boring Road,2025-06-15,Personal,423485,375505,0,14.42,0.0,Standard
LN-101525,Muzaffarpur,2022-05-05,Agri,793468,444073,0,8.67,0.99,Standard
LN-101526,Danapur,2021-04-09,Business,4153236,3349163,0,11.34,1.07,Standard
LN-101527,Muzaffarpur,2019-05-25,Auto,737937,618150,0,11.02,1.21,Standard
LN-101528,Patna Main,2024-05-19,Home,2819413,1728710,0,9.98,1.4,Standard
LN-101529,Bhagalpur,2020-06-23,Personal,240893,132252,0,14.52,0.0,Standard
LN-101530,Patna Main,2020-10-28,Personal,295354,210870,0,14.8,0.0,Standard
LN-101531,Boring Road,2022-01-18,Home,2147833,1774370,0,9.55,1.38,Standard
LN-101532,Muzaffarpur,2019-01-03,Home,1391284,566619,13,9.96,1.53,SMA-0
LN-101533,Boring Road,2019-07-25,Personal,228733,133209,0,13.3,0.0,Standard
LN-101534,Danapur,2023-01-19,Business,2994213,1757410,0,11.5,1.35,Standard
LN-101535,Danapur,2024-12-12,Business,2277097,1046168,0,12.91,1.35,Standard
LN-101536,Patna Main,2023-09-07,Personal,382411,185603,0,13.48,0.0,Standard
LN-101537,Kankarbagh,2021-06-13,Personal,175733,106926,0,13.7,0.0,Standard
LN-101538,Hajipur,2021-03-27,Auto,797928,427119,62,11.59,1.23,SMA-2
LN-101539,Kankarbagh,2020-10-02,Personal,360649,137852,0,13.29,0.0,Standard
LN-101540,Bhagalpur,2020-11-09,Home,2187864,2070441,0,9.39,1.27,Standard
LN-101541,Patna Main,2022-08-08,Auto,1077079,553025,0,10.32,1.01,Standard
LN-101542,Hajipur,2021-01-07,Auto,1044162,417855,0,10.94,1.13,Standard
LN-101543,Bhagalpur,2021-08-27,Business,4198384,2038812,0,11.54,1.03,Standard
LN-101544,Patna Main,2022-02-22,Home,2561372,2321054,0,8.77,1.28,Standard
LN-101545,Kankarbagh,2023-07-20,Home,1384225,681572,0,9.2,1.31,Standard
LN-101546,Muzaffarpur,2021-01-30,Home,2277922,1398832,0,9.51,1.53,Standard
LN-101547,Danapur,2021-03-14,Personal,335700,240995,0,14.83,0.0,Standard
LN-101548,Bhagalpur,2023-04-14,Personal,466169,247637,0,13.88,0.0,Standard
LN-101549,Muzaffarpur,2021-10-25,Personal,474715,273840,0,14.42,0.0,Standard
LN-101550,Patna Main,2021-04-19,Business,2516667,1449495,0,11.52,1.31,Standard
LN-101551,Gaya,2019-11-22,Business,2678286,1490105,0,12.23,1.16,Standard
LN-101552,Danapur,2023-04-13,Auto,583935,310471,0,10.59,1.07,Standard
LN-101553,Hajipur,2020-09-22,Agri,108256,97484,0,7.2,1.08,Standard
LN-101554,Kankarbagh,2024-06-24,Home,2421165,2198460,0,9.99,1.44,Standard
LN-101555,Hajipur,2023-03-31,Business,2845045,2136002,179,11.2,1.14,NPA
LN-101556,Patna Main,2021-06-28,Auto,569475,526041,0,11.47,0.95,Standard
LN-101557,Gaya,2022-02-15,Home,2570007,2125268,0,9.83,1.31,Standard
LN-101558,Kankarbagh,2024-12-17,Auto,715559,482565,0,11.56,1.16,Standard
LN-101559,Danapur,2020-04-26,Agri,362450,152431,0,8.89,1.01,Standard
LN-101560,Muzaffarpur,2020-02-10,Home,2095363,956804,0,8.4,1.51,Standard
LN-101561,Bhagalpur,2024-01-04,Agri,648017,358009,11,8.19,1.12,SMA-0
LN-101562,Bhagalpur,2025-03-28,Home,2000802,1246093,0,8.39,1.23,Standard
LN-101563,Patna Main,2021-10-14,Agri,283139,193386,3,7.6,1.06,SMA-0
LN-101564,Boring Road,2020-08-25,Agri,311095,123648,0,8.1,1.09,Standard
LN-101565,Muzaffarpur,2020-09-06,Personal,299718,183317,0,13.18,0.0,Standard
LN-101566,Boring Road,2022-05-05,Auto,868863,607177,0,10.92,1.05,Standard
LN-101567,Muzaffarpur,2025-03-21,Home,2188775,1991935,0,9.94,1.27,Standard
LN-101568,Kankarbagh,2022-12-07,Home,1208331,568808,0,9.04,1.55,Standard
LN-101569,Danapur,2019-04-16,Home,1658115,594477,0,8.4,1.43,Standard
LN-101570,Kankarbagh,2022-09-26,Home,2770255,1297355,0,9.01,1.27,Standard
LN-101571,Danapur,2022-07-30,Home,1353279,669171,0,9.88,1.36,Standard
LN-101572,Gaya,2021-12-21,Auto,906621,784118,0,10.51,1.02,Standard
LN-101573,Gaya,2019-01-08,Personal,468877,187759,0,14.48,0.0,Standard
LN-101574,Gaya,2023-07-14,Personal,341212,239722,0,14.07,0.0,Standard
LN-101575,Gaya,2025-06-22,Auto,608218,227892,0,10.58,1.23,Standard
LN-101576,Patna Main,2024-07-28,Auto,532867,481988,0,11.07,1.09,Standard
LN-101577,Patna Main,2022-05-27,Personal,496942,399642,16,13.11,0.0,SMA-0
